,MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,SequelName,HasSequel,isManga,4-koma manga,Book,Card game,Digital manga,Game,Light novel,Manga,Music,Novel,Original,Other,Picture book,Radio,Unknown,Visual novel,Web manga
8121,19681,Hustle Punch,0,"Comedy, Kids, Fantasy",Hustle Punch,ハッスルパンチ,TV,26,"Nov 1, 1965 to Apr 25, 1966",Fall 1965,Unknown,Unknown,Toei Animation,Original,25 min. per ep.,PG - Children,14542,12540,429,0,26,90,34,86,193,6.0,3.0,5.0,12.0,12.0,16.0,4.0,9.0,7.0,12.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8127,19703,Kyousou Giga (TV),800,"Action, Fantasy, Supernatural",Kyousougiga,京騒戯画,TV,10,"Oct 10, 2013 to Dec 19, 2013",Fall 2013,"Asatsu DK, Dwango, Sony Music Communications, Bandai Channel, Aoni Production",Discotek Media,Toei Animation,Original,25 min. per ep.,PG-13 - Teens 13 or older,864,1011,147410,1768,9290,52450,6239,4133,75298,4777.0,8789.0,13310.0,10161.0,4197.0,1771.0,699.0,208.0,126.0,118.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8140,19769,Mahou Sensou,700,"Action, Fantasy, Magic",Magical Warfare,魔法戦争,TV,12,"Jan 10, 2014 to Mar 28, 2014",Winter 2014,"Media Factory, TBS, flying DOG",Sentai Filmworks,Madhouse,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,8118,722,202335,326,12171,124576,6100,14290,45198,3728.0,5117.0,11728.0,21594.0,20501.0,13873.0,9507.0,4976.0,3328.0,2496.0,,No Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8148,19815,No Game No Life,900,"Game, Adventure, Comedy, Supernatural, Ecchi, Fantasy","No Game, No Life",ノーゲーム・ノーライフ,TV,12,"Apr 9, 2014 to Jun 25, 2014",Spring 2014,"Frontier Works, Media Factory, Movic, AT-X",Sentai Filmworks,Madhouse,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,304,10,1751054,45990,66938,1426896,27663,37820,191737,227827.0,285623.0,309230.0,186864.0,70141.0,30284.0,14345.0,6228.0,3313.0,3521.0,,No Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8150,19825,Saikyou Ginga Ultimate Zero: Battle Spirits,700,"Game, Adventure, Space",Unknown,最強銀河 究極[アルティメット]ゼロ~バトルスピリッツ~,TV,49,"Sep 22, 2013 to Sep 21, 2014",Fall 2013,"Asatsu DK, Nagoya Broadcasting Network",Unknown,Sunrise,Card game,23 min. per ep.,PG - Children,5902,9693,1420,3,105,493,73,154,595,36.0,38.0,49.0,79.0,85.0,52.0,24.0,18.0,11.0,10.0,,No Sequel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8151,19831,Ore wa Chokkaku,0,Comedy,Unknown,おれは直角,TV,36,"Jan 5, 1991 to Oct 12, 1991",Winter 1991,"Fuji TV, Yomiuri Advertising",Unknown,Studio Pierrot,Manga,23 min. per ep.,Unknown,11394,13203,335,0,20,75,17,52,171,8.0,2.0,2.0,8.0,6.0,5.0,3.0,2.0,3.0,1.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8153,19841,Super Seisyun Brothers,700,"Comedy, Josei, Slice of Life",Unknown,Super Seisyun Brothers -超青春姉弟s-,TV,14,"Sep 14, 2013 to Dec 14, 2013",Fall 2013,AIC,Unknown,AIC PLUS+,Web manga,4 min. per ep.,PG-13 - Teens 13 or older,4548,3093,27895,38,1196,17418,785,1367,7129,568.0,985.0,2372.0,4023.0,2796.0,1609.0,503.0,215.0,122.0,87.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8157,19855,Nobunagun,700,"Action, Sci-Fi, Super Power",Nobunagun,ノブナガン,TV,13,"Jan 5, 2014 to Mar 30, 2014",Winter 2014,"VAP, Earth Star Entertainment",Funimation,Bridge,Manga,24 min. per ep.,R - 17+ (violence & profanity),4864,2017,59431,126,3491,33485,2568,7360,12527,1185.0,2197.0,5161.0,7779.0,5537.0,3385.0,1686.0,728.0,385.0,231.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8160,19871,Gaist Crusher,600,"Action, Fantasy, Supernatural",Unknown,ガイストクラッシャー,TV,51,"Oct 2, 2013 to Oct 1, 2014",Fall 2013,"TV Tokyo, Avex Entertainment, Dentsu",Unknown,Studio Pierrot,Game,24 min. per ep.,PG - Children,8663,8818,2020,6,231,319,157,325,988,35.0,10.0,23.0,69.0,71.0,79.0,30.0,27.0,25.0,33.0,,No Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8161,19873,Marude Dameo,0,"Comedy, Sci-Fi, Shounen",Unknown,丸出だめ夫,TV,47,"Nov 2, 1991 to Sep 26, 1992",Fall 1991,Unknown,Unknown,Studio Pierrot,Manga,25 min. per ep.,Unknown,15453,13972,263,1,13,68,12,49,121,9.0,1.0,2.0,4.0,6.0,6.0,4.0,3.0,2.0,1.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8162,19875,Robotan,0,"Comedy, Kids",Unknown,ロボタン,TV,104,"Oct 4, 1966 to Sep 27, 1968",Fall 1966,Daiko,Unknown,Unknown,Unknown,25 min. per ep.,G - All Ages,11732,13020,350,0,15,153,11,79,92,7.0,8.0,7.0,23.0,20.0,19.0,7.0,6.0,3.0,5.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8169,19901,Donkikko,0,"Comedy, Shounen",Unknown,ドンキッコ,TV,21,"Sep 7, 1967 to Jan 25, 1968",Fall 1967,P Productions,Unknown,Unknown,Unknown,25 min. per ep.,Unknown,13846,14116,252,0,11,65,12,59,105,5.0,Unknown,4.0,2.0,2.0,7.0,3.0,2.0,3.0,9.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8174,19919,Tesagure! Bukatsumono,700,"Parody, School, Slice of Life",Unknown,てさぐれ！部活もの,TV,12,"Oct 6, 2013 to Dec 29, 2013",Fall 2013,"VAP, Nippon Television Network, Bouncy, Just Production, JP Room",Unknown,Yaoyorozu,Original,11 min. per ep.,PG-13 - Teens 13 or older,4668,4805,10574,51,650,2723,476,741,5984,156.0,189.0,475.0,580.0,428.0,276.0,170.0,91.0,52.0,54.0,Tesagure! Bukatsumono Encore,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8181,19947,Ikkyuu-san (1978),0,"Action, Sports, School",Unknown,一球さん,TV,26,"Apr 10, 1978 to Oct 23, 1978",Spring 1978,Unknown,Unknown,Nippon Animation,Unknown,24 min. per ep.,PG-13 - Teens 13 or older,14579,12383,452,1,24,118,21,79,210,11.0,7.0,4.0,14.0,17.0,9.0,5.0,Unknown,2.0,2.0,Ikkyuu-san (1978),Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8185,19959,Barbapapa (1977),600,"Comedy, Kids, Fantasy",Unknown,バーバパパ (1977),TV,48,"Apr 30, 1977 to Jun 14, 1977",Spring 1977,KSS,Unknown,Topcraft,Picture book,5 min. per ep.,PG - Children,8335,11691,598,1,16,365,15,89,113,16.0,9.0,15.0,31.0,65.0,50.0,16.0,10.0,5.0,4.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8187,19965,Ikinari Dagon,0,"Adventure, Fantasy",Unknown,いきなりダゴン,TV,12,"Apr 9, 1988 to Jun 25, 1988",Spring 1988,Unknown,Unknown,Nippon Animation,Unknown,25 min. per ep.,PG - Children,14586,14559,220,2,10,58,7,49,96,8.0,Unknown,2.0,9.0,3.0,7.0,3.0,Unknown,3.0,2.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8191,19981,Shisukon Ouji,0,Adventure,Unknown,シスコン王子,TV,14,"Dec 20, 1963 to Mar 27, 1964",Winter 1964,"Dentsu, Fuji TV",Unknown,Unknown,Manga,25 min. per ep.,PG - Children,12026,14150,249,0,12,61,8,79,89,7.0,Unknown,1.0,4.0,5.0,8.0,2.0,2.0,Unknown,3.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8193,19985,Uchuujin Pipi,0,Kids,Unknown,宇宙人ピピ,TV,52,"Apr 8, 1965 to Mar 31, 1966",Spring 1965,"NHK, Tele-Cartoon Japan",Unknown,Unknown,Unknown,25 min. per ep.,PG - Children,12687,14874,203,0,9,47,9,77,61,3.0,2.0,1.0,2.0,2.0,6.0,4.0,1.0,5.0,7.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8195,19989,Tatakae! Osper,0,"Action, Sci-Fi, Shounen",Unknown,戦え! オスパー,TV,52,"Dec 14, 1965 to Oct 11, 1967",Winter 1966,Nihon Hoso Eigasha,Unknown,Unknown,Unknown,24 min. per ep.,PG-13 - Teens 13 or older,12406,13613,289,0,15,66,8,73,127,5.0,Unknown,4.0,3.0,3.0,6.0,6.0,1.0,2.0,4.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8196,19991,Tobidase! Bacchiri,0,"Comedy, Kids, Mystery",Unknown,とびだせ! バッチリ,TV,132,"Nov 14, 1966 to Apr 15, 1967",Fall 1966,Nihon Hoso Eigasha,Unknown,Unknown,Unknown,10 min. per ep.,PG - Children,12521,14475,227,0,12,66,11,69,69,6.0,Unknown,4.0,4.0,4.0,8.0,2.0,1.0,3.0,6.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8200,19999,Sobakasu Pucchi,0,"Adventure, Comedy, Kids",Unknown,そばかすプッチー,TV,162,"Mar 31, 1969 to Oct 4, 1969",Spring 1969,Fuji TV,Unknown,Unknown,Unknown,5 min. per ep.,PG - Children,12115,14508,223,0,13,67,8,74,61,4.0,5.0,4.0,3.0,6.0,9.0,Unknown,2.0,1.0,3.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8201,20001,Mouretsu Atarou,0,"Comedy, Kids, Slice of Life",Unknown,もーれつア太郎,TV,90,"Apr 4, 1969 to Dec 25, 1970",Spring 1969,Unknown,Unknown,Toei Animation,Manga,25 min. per ep.,G - All Ages,15676,13662,283,0,21,61,7,72,122,3.0,Unknown,7.0,7.0,5.0,8.0,4.0,Unknown,3.0,6.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8202,20003,Roppou Yabure-kun,0,Slice of Life,Unknown,六法やぶれクン,TV,110,"Apr 28, 1969 to Sep 26, 1969",Spring 1969,Tokyo Movie Shinsha,Unknown,Unknown,Unknown,5 min. per ep.,PG-13 - Teens 13 or older,11748,13881,267,0,17,68,7,75,100,4.0,Unknown,7.0,3.0,5.0,5.0,5.0,3.0,1.0,5.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8203,20005,Pinch to Punch,0,Comedy,Unknown,ピンチとパンチ,TV,156,"Sep 29, 1969 to Mar 28, 1970",Fall 1969,Fuji TV,Unknown,Unknown,Unknown,5 min. per ep.,G - All Ages,11531,13995,258,0,14,78,9,67,90,6.0,Unknown,5.0,4.0,7.0,11.0,Unknown,3.0,2.0,3.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8205,20009,Doubutsu Mura Monogatari,0,Kids,Unknown,動物村ものがたり,TV,100,"Mar 30, 1970 to Jul 21, 1970",Spring 1970,Otogi Production,Unknown,Eiken,Unknown,5 min. per ep.,PG - Children,13862,13825,270,0,15,88,15,68,84,10.0,Unknown,3.0,5.0,5.0,14.0,2.0,3.0,1.0,11.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8207,20023,Otanoshimi Anime Gekijou,0,Comedy,Unknown,おたのしみアニメ劇場,TV,26,"Apr 5, 1970 to Sep 27, 1970",Spring 1970,"Fuji TV, Studio Zero",Unknown,Unknown,Unknown,54 min. per ep.,G - All Ages,11431,14531,223,0,13,63,4,64,79,7.0,Unknown,6.0,5.0,4.0,4.0,1.0,2.0,1.0,6.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8208,20025,Itazura Tenshi Chippo-chan,0,"Comedy, Kids",Unknown,いたずら天使チッポちゃん,TV,240,"Mar 30, 1970 to Dec 31, 1970",Spring 1970,Fuji TV,Unknown,Unknown,Unknown,5 min. per ep.,PG - Children,14647,14312,237,1,12,91,5,64,65,6.0,Unknown,7.0,7.0,3.0,9.0,3.0,2.0,2.0,10.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8211,20033,Miss Monochrome The Animation,700,"Music, Slice of Life, Comedy",Unknown,ミス・モノクローム -The Animation-,TV,13,"Oct 2, 2013 to Dec 25, 2013",Fall 2013,"TV Tokyo, Starchild Records",Crunchyroll,"SANZIGEN, LIDENFILMS",Original,4 min. per ep.,G - All Ages,6407,2447,43139,56,1795,25813,1179,2839,11513,731.0,919.0,2684.0,5545.0,4873.0,3056.0,1259.0,562.0,320.0,182.0,Miss Monochrome The Animation 2,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8215,20047,Sakura Trick,800,"Slice of Life, Comedy, Romance, School, Seinen, Shoujo Ai",Sakura Trick,桜Trick,TV,12,"Jan 10, 2014 to Mar 28, 2014",Winter 2014,"Pony Canyon, TBS",Sentai Filmworks,Studio Deen,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,3580,705,209543,1464,12284,117706,7985,14143,57425,8255.0,10000.0,19358.0,26699.0,17086.0,9441.0,4452.0,2087.0,1054.0,759.0,,No Sequel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8216,20053,Wizard Barristers: Benmashi Cecil,700,"Action, Police, Magic, Fantasy",Wizard Barristers,ウィザード・バリスターズ～弁魔士セシル,TV,12,"Jan 13, 2014 to Mar 31, 2014",Winter 2014,"Pony Canyon, Showgate",Sentai Filmworks,Arms,Original,24 min. per ep.,PG-13 - Teens 13 or older,7385,2214,51847,57,3265,24900,2464,7131,14087,542.0,1018.0,2983.0,5363.0,4829.0,3365.0,2020.0,895.0,554.0,358.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8217,20057,Space☆Dandy,800,"Sci-Fi, Space, Comedy",Space Dandy,スペース☆ダンディ,TV,13,"Jan 5, 2014 to Mar 27, 2014",Winter 2014,"Bandai Visual, flying DOG, Bandai Namco Entertainment",Funimation,Bones,Original,24 min. per ep.,PG-13 - Teens 13 or older,701,537,267394,4324,18267,135822,14284,11362,87659,14118.0,23462.0,37718.0,27124.0,9519.0,3933.0,1630.0,545.0,320.0,316.0,Space☆Dandy 2nd Season,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8218,20075,Obocchama-kun,0,"Comedy, Parody",Unknown,おぼっちゃまくん,TV,164,"Jan 14, 1989 to Sep 26, 1992",Winter 1989,TV Asahi,Unknown,Shin-Ei Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,11277,13074,346,0,21,127,16,79,103,12.0,7.0,8.0,17.0,20.0,18.0,11.0,1.0,5.0,7.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8219,20077,Dotanba no Manners,0,"Comedy, Slice of Life",Unknown,ドタンバのマナー,TV,283,"Oct 3, 1984 to Apr 9, 1987",Fall 1984,Fuji TV,Unknown,Eiken,Unknown,5 min. per ep.,G - All Ages,13853,13895,268,0,14,107,8,65,74,7.0,7.0,3.0,10.0,9.0,16.0,2.0,3.0,3.0,8.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8220,20079,Ijiwaru Baasan,0,"Comedy, Slice of Life",Unknown,いじわるばあさん,TV,39,"Sep 3, 1970 to Aug 18, 1971",Fall 1970,Knack Productions,Unknown,Unknown,Unknown,25 min. per ep.,Unknown,14585,13526,297,0,18,79,9,66,125,6.0,2.0,8.0,1.0,7.0,5.0,1.0,Unknown,5.0,8.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8221,20081,Ijiwaru Baasan (1996),0,"Slice of Life, Comedy",Unknown,いじわるばあさん,TV,46,"Mar 19, 1996 to Jun 13, 1997",Spring 1996,Meruhensha,Unknown,Eiken,Unknown,25 min. per ep.,Unknown,14585,14454,226,0,13,64,8,47,94,4.0,1.0,1.0,7.0,7.0,3.0,1.0,1.0,1.0,5.0,Ijiwaru Baasan (1996),Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8222,20083,Doteraman,0,"Sci-Fi, Comedy",Unknown,ドテラマン,TV,20,"Oct 14, 1986 to Feb 24, 1987",Fall 1986,Unknown,Unknown,Tatsunoko Production,Original,25 min. per ep.,G - All Ages,13856,13449,305,1,20,76,11,57,141,6.0,1.0,10.0,7.0,6.0,9.0,1.0,4.0,4.0,5.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8223,20085,Only You: Viva! Cabaret Club,0,Comedy,Unknown,Only You ビバ! キャバクラ,TV,15,"Nov 4, 1998 to Nov 27, 1998",Fall 1998,"TBS, Studio Sign, Public & Basic",Unknown,Unknown,Unknown,10 min. per ep.,Unknown,11373,14293,239,0,17,48,11,41,122,6.0,Unknown,4.0,1.0,4.0,6.0,2.0,1.0,Unknown,4.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8224,20087,Treasure Gaust,0,Game,Unknown,トレジャーガウスト,TV,5,"Jun 11, 2007 to Jun 15, 2007",Spring 2007,TV Tokyo,Unknown,SynergySP,Unknown,5 min. per ep.,PG-13 - Teens 13 or older,12613,13532,298,1,21,88,8,52,129,9.0,Unknown,4.0,2.0,6.0,8.0,7.0,6.0,10.0,4.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8230,20115,Gekisou! Rubenkaiser,0,"Cars, Shounen, Sports",Unknown,激走! ルーベンカイザー,TV,17,"Oct 10, 1977 to Feb 6, 1978",Fall 1977,"TV Asahi, Wako Productions",Unknown,Toei Animation,Unknown,25 min. per ep.,PG-13 - Teens 13 or older,14096,12898,366,0,15,100,10,68,173,6.0,2.0,4.0,4.0,16.0,5.0,6.0,1.0,1.0,3.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8233,20125,Tobidase! Machine Hiryuu,0,"Cars, Comedy, Parody, Shounen",Unknown,とびだせ! マシーン飛竜,TV,21,"Oct 5, 1977 to Mar 29, 1978",Fall 1977,Unknown,Unknown,"Toei Animation, Tatsunoko Production",Original,25 min. per ep.,Unknown,12509,13718,280,0,16,82,7,70,105,4.0,1.0,2.0,3.0,4.0,14.0,4.0,6.0,1.0,4.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8238,20147,Robokko Beeton,0,"Adventure, Comedy, Kids, Slice of Life",Unknown,ろぼっ子ビートン,TV,50,"Oct 12, 1976 to Sep 27, 1977",Fall 1976,Tohokushinsha Film Corporation,Unknown,Sunrise,Unknown,25 min. per ep.,PG - Children,11706,14439,226,0,10,56,8,64,88,3.0,Unknown,4.0,4.0,2.0,9.0,6.0,2.0,2.0,3.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8242,20173,Mori no Senshi Bonolon,0,"Adventure, Fantasy, Kids",Unknown,森の戦士ボノロン,TV,26,"Nov 5, 2007 to May 17, 2008",Fall 2007,"Four Some, Coamix, North Stars Pictures",Unknown,Unknown,Unknown,5 min. per ep.,PG - Children,15651,15198,182,0,11,48,7,42,74,3.0,Unknown,2.0,6.0,6.0,5.0,4.0,Unknown,1.0,5.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8245,20183,Manga Ijin Monogatari,0,Historical,Unknown,まんが偉人物語,TV,46,"Nov 18, 1977 to Sep 29, 1978",Fall 1977,Group TAC,Unknown,Unknown,Unknown,25 min. per ep.,G - All Ages,15428,13301,322,1,13,93,13,61,142,7.0,1.0,7.0,9.0,13.0,8.0,6.0,Unknown,2.0,5.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8250,20201,Easy Cooking Animation: Seishun no Shokutaku,0,Comedy,Unknown,EASY COOKING ANIMATION セイシュンの食卓,TV,25,"Jul 5, 1989 to Jan 31, 1990",Summer 1989,Kitty Films,Unknown,Madhouse,Unknown,3 min. per ep.,G - All Ages,13886,13857,270,0,10,65,7,67,121,6.0,Unknown,3.0,2.0,2.0,9.0,7.0,1.0,3.0,6.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8254,20223,Shounen Tokugawa Ieyasu,0,"Drama, Historical, Shounen",Unknown,少年徳川家康,TV,20,"Apr 9, 1975 to Sep 17, 1975",Spring 1975,TV Asahi,Unknown,Toei Animation,Unknown,25 min. per ep.,Unknown,12043,13016,352,0,22,76,6,64,184,5.0,3.0,4.0,8.0,6.0,7.0,4.0,1.0,2.0,3.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8259,20233,Tonari no Tamageta-kun,0,"Comedy, Sci-Fi",Unknown,となりのたまげ太くん,TV,60,"Apr 5, 1974 to Jun 27, 1975",Spring 1974,Studio Zero,Unknown,Unknown,Unknown,5 min. per ep.,PG - Children,12544,13964,261,0,12,67,7,68,107,5.0,2.0,3.0,4.0,8.0,5.0,1.0,2.0,1.0,6.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8261,20237,Anime Document: München e no Michi,0,Sports,Unknown,アニメドキュメント ミュンヘンへの道,TV,16,"Apr 23, 1972 to Aug 20, 1972",Spring 1972,"TBS, Nippon Television Network",Unknown,Unknown,Unknown,25 min. per ep.,G - All Ages,13281,13274,323,1,16,75,9,75,148,8.0,Unknown,6.0,4.0,5.0,11.0,3.0,Unknown,Unknown,5.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8264,20243,Gatapishi,0,"Comedy, Slice of Life",Unknown,ガタピシ,TV,199,"Apr 23, 1990 to Mar 29, 1991",Spring 1990,TV Asahi,Unknown,Shin-Ei Animation,4-koma manga,10 min. per ep.,PG - Children,14067,13675,282,0,12,117,6,52,95,10.0,8.0,2.0,8.0,11.0,17.0,4.0,4.0,4.0,5.0,,No Sequel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8280,20431,Hoozuki no Reitetsu,800,"Comedy, Demons, Supernatural, Fantasy, Seinen",Hozuki's Coolheadedness,鬼灯の冷徹,TV,13,"Jan 10, 2014 to Apr 4, 2014",Winter 2014,"Starchild Records, Mainichi Broadcasting System, Kodansha",Sentai Filmworks,Wit Studio,Manga,24 min. per ep.,PG-13 - Teens 13 or older,822,1352,104944,1088,7156,45319,4744,5827,41898,3915.0,6652.0,11601.0,9265.0,3402.0,1600.0,591.0,202.0,145.0,111.0,Hoozuki no Reitetsu 2nd Season: Sono Ni,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8292,20507,Noragami,900,"Action, Adventure, Comedy, Supernatural, Shounen",Noragami:Stray God,ノラガミ,TV,12,"Jan 5, 2014 to Mar 23, 2014",Winter 2014,"Avex Entertainment, Dentsu, Shochiku, Kodansha, Movic, Ai Addiction, Lawson HMV Entertainment, A-Sketch",Funimation,Bones,Manga,24 min. per ep.,PG-13 - Teens 13 or older,528,18,1535575,29237,64183,1181215,31089,24056,235032,113951.0,203285.0,311913.0,199912.0,60200.0,21152.0,5854.0,1878.0,858.0,905.0,Noragami Aragoto,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8296,20533,Z/X: Ignition,700,"Game, Sci-Fi, Adventure, Fantasy",Unknown,Z/X IGNITION,TV,12,"Jan 10, 2014 to Apr 3, 2014",Winter 2014,"Sotsu, Pony Canyon, Nippon Ichi Software",Discotek Media,Telecom Animation Film,Card game,24 min. per ep.,PG-13 - Teens 13 or older,5732,2665,36722,58,2263,19757,1370,3341,9991,626.0,964.0,2422.0,4362.0,3434.0,2049.0,1016.0,520.0,260.0,161.0,,No Sequel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8298,20541,Mikakunin de Shinkoukei,800,"Slice of Life, Comedy, Romance, School",Engaged to the Unidentified,未確認で進行形,TV,12,"Jan 9, 2014 to Mar 27, 2014",Winter 2014,"Sotsu, DAX Production, TOHO animation, RAY, Ichijinsha",Sentai Filmworks,Doga Kobo,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,1777,473,298188,1060,14105,183366,7083,6788,86846,9132.0,17938.0,42130.0,44937.0,17991.0,7285.0,2208.0,773.0,331.0,234.0,,No Sequel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8302,20555,SoniAni: Super Sonico The Animation,700,"Music, Slice of Life",Soni-Ani:Super Sonico The Animation,そにアニ -SUPER SONICO THE ANIMATION-,TV,12,"Jan 6, 2014 to Mar 24, 2014",Winter 2014,"Genco, Pony Canyon, Movic, Half H.P Studio, AT-X, Nitroplus, KlockWorx, Showgate, Good Smile Company",Sentai Filmworks,White Fox,Other,23 min. per ep.,PG-13 - Teens 13 or older,7817,1812,70333,170,5098,29240,3775,9945,22275,1209.0,1293.0,2945.0,5688.0,5795.0,4452.0,2581.0,1543.0,923.0,754.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8305,20583,Haikyuu!!,900,"Comedy, Sports, Drama, School, Shounen",Haikyu!!,ハイキュー!!,TV,25,"Apr 6, 2014 to Sep 21, 2014",Spring 2014,"Mainichi Broadcasting System, TOHO animation, Shueisha",Sentai Filmworks,Production I.G,Manga,24 min. per ep.,PG-13 - Teens 13 or older,91,50,1185274,54887,83029,896822,31311,21054,153058,162370.0,223646.0,217798.0,89746.0,22435.0,8415.0,2448.0,942.0,565.0,1396.0,Haikyuu!!: To the Top,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8316,20689,Hamatora The Animation,800,"Mystery, Comedy, Super Power, Drama",Hamatora The Animation,ハマトラ THE ANIMATION,TV,12,"Jan 8, 2014 to Mar 26, 2014",Winter 2014,"TV Tokyo, Avex Entertainment, Sotsu, Movic, AT-X, DAX Production, DIVE II Entertainment, Shueisha",Sentai Filmworks,NAZ,Original,24 min. per ep.,R - 17+ (violence & profanity),2331,585,249144,997,14254,143323,9422,11837,70308,7214.0,13800.0,29409.0,32951.0,15199.0,7270.0,3088.0,1135.0,517.0,330.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8320,20709,Sabage-bu!,800,"Action, Military, Comedy, Shoujo",Sabagebu! -Survival Game Club!-,さばげぶっ!,TV,12,"Jul 6, 2014 to Sep 21, 2014",Summer 2014,"Bandai Visual, Lantis, Kodansha, Banpresto, NichiNare",Sentai Filmworks,Pierrot Plus,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1970,1156,127985,513,8053,59272,4476,5810,50374,3170.0,6011.0,13629.0,14148.0,6789.0,2999.0,1011.0,371.0,171.0,124.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
